Contract_ID,Lessee_ID,Owner_ID,WH_ID,Start_date,End_date,NumSkids,StorPref,TotPrice,Deposit,Status
8210,11269,23552,299,7/11/2018,9/29/2018,103,climate_controlled,5851.53,585.153,Active
8211,19364,36491,88,4/25/2018,5/18/2018,90,frozen,1546.2,154.62,Pending
8212,22266,13880,64,6/14/2018,12/21/2018,155,climate_controlled,10689.14,1068.914,Active
8213,11978,25742,130,12/3/2018,12/5/2018,59,dry,62.07,6.207,Pending
8214,18300,14141,254,5/3/2018,10/26/2018,144,climate_controlled,7732.35,773.235,Accepted
8215,6849,33546,282,2/1/2018,12/6/2018,78,frozen,9983.45,998.345,Accepted
8216,21084,21705,28,3/15/2018,11/2/2018,112,dry,7927.61,792.761,Declined
8217,27599,19336,373,10/4/2018,10/29/2018,126,climate_controlled,66.28,6.628,Declined
8218,8673,5920,360,5/8/2018,11/25/2018,102,climate_controlled,12402.31,1240.231,Pending
8219,7349,23084,97,7/24/2018,11/17/2018,38,climate_controlled,1530.36,153.036,Pending
8220,40147,21451,126,4/1/2018,8/5/2018,128,dry,3902.53,390.253,Terminated
8221,12936,159,242,8/19/2018,11/17/2018,89,climate_controlled,2106.74,210.674,Active
8222,28095,17724,240,4/24/2018,9/21/2018,119,cooler,6197.13,619.713,Declined
8223,33473,7883,115,2/19/2018,8/24/2018,133,dry,8198.11,819.811,Terminated
8224,13971,16330,123,10/11/2018,10/12/2018,29,dry,11.9,1.19,Declined
8225,19941,72,302,6/15/2018,8/3/2018,137,dry,2577.79,257.779,Active
8226,33499,19336,333,9/23/2018,11/11/2018,169,dry,2178.02,217.802,Pending
8227,2566,39481,197,3/4/2018,12/14/2018,109,climate_controlled,10458.27,1045.827,Active
8228,8681,15365,200,10/21/2018,12/13/2018,78,dry,1304.76,130.476,Declined
8229,5537,39809,107,3/21/2018,11/11/2018,107,climate_controlled,9787.95,978.795,Pending
8230,15005,35106,137,10/9/2018,10/11/2018,89,cooler,36.52,3.652,Active
8231,28688,23666,256,4/23/2018,12/26/2018,11,frozen,1171.96,117.196,Active
8232,3547,32759,181,9/27/2018,10/24/2018,100,dry,823.76,82.376,Terminated
8233,37014,9382,243,8/17/2018,9/13/2018,75,climate_controlled,756.3,75.63,Pending
8234,6331,16330,133,10/22/2018,11/2/2018,94,cooler,407.93,40.793,Pending
8235,29251,10161,318,2/21/2018,3/4/2018,61,climate_controlled,204.72,20.472,Pending
8236,29935,1666,288,9/13/2018,11/15/2018,125,cooler,1739.84,173.984,Declined
8237,8573,16884,297,9/26/2018,12/12/2018,110,climate_controlled,3653.47,365.347,Declined
8238,7662,17783,189,2/3/2018,10/6/2018,96,climate_controlled,6433.53,643.353,Declined
8239,30964,8529,51,1/23/2018,5/24/2018,160,climate_controlled,4684.59,468.459,Active
8240,10646,1525,18,2/21/2018,4/13/2018,74,dry,1727.15,172.715,Pending
8241,13247,33355,43,11/7/2018,12/12/2018,123,dry,1879.57,187.957,Terminated
8242,4494,17148,231,3/29/2018,7/10/2018,123,dry,3998.54,399.854,Accepted
8243,39648,23830,239,1/23/2018,7/14/2018,114,climate_controlled,12892.93,1289.293,Declined
8244,38598,159,242,6/19/2018,7/6/2018,121,climate_controlled,541.02,54.102,Active
8245,37638,39158,370,1/4/2018,1/19/2018,35,dry,234.74,23.474,Accepted
8246,39229,21885,219,4/5/2018,7/20/2018,95,dry,1748.04,174.804,Pending
8247,5219,16884,297,5/5/2018,6/28/2018,79,climate_controlled,1840.11,184.011,Terminated
8248,36093,3147,147,9/26/2018,11/12/2018,118,cooler,3354.95,335.495,Pending
8249,1932,21245,95,4/9/2018,9/12/2018,136,climate_controlled,4129.27,412.927,Terminated
8250,16823,11998,364,3/1/2018,9/15/2018,101,climate_controlled,8100.01,810.001,Accepted
8251,32218,23988,228,1/30/2018,6/26/2018,87,dry,7198.28,719.828,Accepted
8252,12478,11384,248,9/25/2018,11/11/2018,39,cooler,1205.26,120.526,Accepted
8253,18364,23666,356,6/24/2018,6/30/2018,108,climate_controlled,327.23,32.723,Accepted
8254,37680,17618,68,1/10/2018,1/16/2018,132,cooler,612.42,61.242,Accepted
8255,5581,25693,250,12/20/2018,12/27/2018,104,dry,516.98,51.698,Declined
8256,16894,35106,156,5/20/2018,8/20/2018,84,climate_controlled,3048.85,304.885,Active
8257,38330,1279,44,10/8/2018,12/31/2018,27,dry,787.4,78.74,Terminated
8258,16668,35106,156,2/2/2018,12/7/2018,109,climate_controlled,13244.84,1324.484,Pending
8259,2512,29235,296,5/9/2018,5/29/2018,99,cooler,822.81,82.281,Declined
8260,20556,16330,123,10/10/2018,11/5/2018,73,dry,778.75,77.875,Terminated
8261,7454,21451,126,9/21/2018,12/1/2018,89,dry,1529.02,152.902,Pending
8262,15680,21487,339,5/28/2018,12/29/2018,92,cooler,2185.01,218.501,Declined
8263,15189,15976,155,10/29/2018,12/30/2018,95,climate_controlled,402.78,40.278,Declined
8264,9246,37017,33,2/5/2018,4/10/2018,130,climate_controlled,4376.55,437.655,Pending
8265,37405,17630,325,6/30/2018,10/15/2018,92,dry,5385.34,538.534,Accepted
8266,20917,18836,119,12/18/2018,12/25/2018,128,dry,471.32,47.132,Accepted
8267,18112,6168,22,9/3/2018,11/17/2018,57,cooler,562.19,56.219,Declined
8268,6974,19357,141,1/27/2018,12/16/2018,130,climate_controlled,33131.84,3313.184,Accepted
8269,12396,40130,3,3/12/2018,4/7/2018,115,dry,990.88,99.088,Pending
8270,8047,27952,113,4/26/2018,10/1/2018,118,climate_controlled,9807.25,980.725,Declined
8271,13802,23988,138,7/1/2018,9/4/2018,80,dry,1066.78,106.678,Declined
8272,37689,13603,106,12/6/2018,12/30/2018,102,climate_controlled,901.4,90.14,Accepted
8273,5276,35040,50,3/25/2018,4/20/2018,68,dry,744.01,74.401,Pending
8274,31449,28413,183,6/6/2018,11/13/2018,89,climate_controlled,4044.94,404.494,Declined
8275,29272,17148,15,2/3/2018,9/28/2018,66,dry,12342.18,1234.218,Active
8276,22662,32214,335,11/26/2018,12/13/2018,131,climate_controlled,515.44,51.544,Active
8277,14455,35610,368,8/20/2018,11/9/2018,101,climate_controlled,989.79,98.979,Accepted
8278,14252,30717,273,2/15/2018,4/3/2018,121,dry,2692.37,269.237,Terminated
8279,10535,17148,231,12/12/2018,12/16/2018,122,dry,154.02,15.402,Pending
8280,6589,159,124,12/1/2018,12/18/2018,120,dry,804.82,80.482,Declined
8281,2305,159,242,2/11/2018,11/20/2018,127,climate_controlled,9419.57,941.957,Active
8282,22972,35106,137,3/20/2018,12/23/2018,57,cooler,3250.82,325.082,Terminated
8283,23316,10733,274,1/24/2018,2/3/2018,103,dry,677.26,67.726,Declined
8284,17394,22232,71,1/1/2018,4/30/2018,75,climate_controlled,2253.5,225.35,Active
8285,38373,22325,207,11/6/2018,11/16/2018,83,climate_controlled,213.94,21.394,Terminated
8286,20741,17618,323,12/20/2018,12/23/2018,102,climate_controlled,75.65,7.565,Declined
8287,33637,27113,62,2/21/2018,4/12/2018,45,dry,1479.45,147.945,Pending
8288,23328,39809,303,9/10/2018,12/27/2018,98,dry,3897.23,389.723,Terminated
8289,6739,17630,257,4/3/2018,5/12/2018,115,dry,2571.56,257.156,Declined
8290,15608,14352,371,7/15/2018,10/28/2018,99,climate_controlled,2187.22,218.722,Pending
8291,23794,1484,188,7/5/2018,9/21/2018,62,frozen,1068.42,106.842,Declined
8292,15025,30023,132,4/29/2018,7/28/2018,79,climate_controlled,2805.04,280.504,Declined
8293,36480,17360,342,5/31/2018,8/2/2018,151,cooler,3302.71,330.271,Active
8294,12354,23431,90,11/1/2018,12/1/2018,152,dry,311.83,31.183,Pending
8295,38908,13457,65,6/21/2018,7/28/2018,82,cooler,1228.89,122.889,Active
8296,14770,23030,69,7/10/2018,10/31/2018,87,dry,2999.4,299.94,Accepted
8297,16847,25923,241,4/19/2018,12/21/2018,97,climate_controlled,627.6,62.76,Pending
8298,19903,21487,339,10/22/2018,11/5/2018,49,cooler,75.78,7.578,Terminated
8299,38422,8045,53,2/17/2018,10/4/2018,97,climate_controlled,7828.71,782.871,Accepted
8300,10014,22568,96,7/25/2018,9/28/2018,73,dry,798.72,79.872,Declined
8301,16757,34752,317,2/26/2018,10/10/2018,127,dry,15098.04,1509.804,Accepted
8302,3382,29548,103,7/5/2018,8/2/2018,127,climate_controlled,860.45,86.045,Declined
8303,36110,28327,315,12/22/2018,12/31/2018,117,cooler,553.91,55.391,Pending
8304,12938,25923,241,5/17/2018,8/21/2018,136,climate_controlled,343.39,34.339,Pending
8305,24818,10712,67,2/27/2018,8/26/2018,98,dry,4546.77,454.677,Active
8306,395,17783,331,11/20/2018,12/23/2018,75,climate_controlled,455.67,45.567,Pending
8307,13919,28092,163,7/20/2018,11/17/2018,60,climate_controlled,2764.8,276.48,Active
8308,10026,35593,7,7/22/2018,12/25/2018,65,climate_controlled,2026.89,202.689,Active
8309,21498,19931,174,12/12/2018,12/23/2018,100,dry,480.26,48.026,Active
8310,36798,39809,107,4/15/2018,8/20/2018,71,climate_controlled,3509.96,350.996,Declined
8311,14884,19021,327,7/25/2018,7/31/2018,114,climate_controlled,467.74,46.774,Declined
8312,32204,2324,291,12/23/2018,12/29/2018,84,dry,153.77,15.377,Active
8313,4207,11644,328,8/4/2018,12/20/2018,141,dry,11770.76,1177.076,Pending
8314,12748,1401,136,3/4/2018,5/1/2018,125,climate_controlled,4118.79,411.879,Accepted
8315,17053,931,170,7/4/2018,10/3/2018,106,climate_controlled,4972.58,497.258,Pending
8316,350,10857,187,10/21/2018,12/18/2018,108,climate_controlled,2471.28,247.128,Accepted
8317,26970,5595,350,12/21/2018,12/26/2018,51,climate_controlled,140.84,14.084,Active
8318,34531,8748,19,1/16/2018,6/19/2018,115,climate_controlled,4285.33,428.533,Pending
8319,25440,13603,106,1/27/2018,6/12/2018,77,climate_controlled,3855.99,385.599,Accepted
8320,34261,30717,273,2/17/2018,3/27/2018,168,dry,3022.34,302.234,Active
8321,4943,8748,19,10/7/2018,12/22/2018,112,climate_controlled,2059.67,205.967,Terminated
8322,14337,10095,122,2/17/2018,10/14/2018,88,dry,14714.33,1471.433,Pending
8323,38455,13258,58,7/9/2018,9/17/2018,113,climate_controlled,374.48,37.448,Accepted
8324,2634,14126,306,12/5/2018,12/15/2018,96,dry,338.34,33.834,Accepted
8325,16902,38424,78,8/7/2018,12/24/2018,136,climate_controlled,7855.78,785.578,Declined
8326,27696,24368,217,12/8/2018,12/26/2018,76,cooler,755.59,75.559,Active
8327,35752,36493,191,5/21/2018,6/22/2018,82,dry,869.59,86.959,Declined
8328,374,25693,250,4/26/2018,12/2/2018,109,dry,17029.08,1702.908,Terminated
8329,37936,11075,13,6/13/2018,12/28/2018,138,dry,16816.61,1681.661,Accepted
8330,9211,14557,308,1/16/2018,4/7/2018,126,climate_controlled,5100.2,510.02,Accepted
8331,38381,23431,283,8/17/2018,9/5/2018,130,climate_controlled,909.5,90.95,Pending
8332,23272,1666,140,1/22/2018,5/15/2018,116,climate_controlled,2689.12,268.912,Declined
8333,15836,20342,363,3/2/2018,3/24/2018,104,climate_controlled,1805.33,180.533,Active
8334,27470,19545,27,4/8/2018,8/30/2018,142,dry,8927.65,892.765,Declined
8335,35650,4431,286,7/9/2018,12/13/2018,18,climate_controlled,877.07,87.707,Terminated
8336,19451,26444,252,8/20/2018,8/29/2018,103,climate_controlled,268.2,26.82,Active
8337,14178,27963,105,5/4/2018,5/21/2018,103,climate_controlled,322.38,32.238,Terminated
8338,13212,23670,47,7/11/2018,12/9/2018,104,climate_controlled,7104.23,710.423,Declined
8339,33821,288,135,6/7/2018,9/16/2018,155,cooler,9305.5,930.55,Accepted
8340,439,4854,351,4/9/2018,4/12/2018,59,climate_controlled,66.11,6.611,Accepted
8341,368,30217,76,9/22/2018,10/13/2018,106,climate_controlled,831.37,83.137,Declined
8342,6078,16327,102,4/17/2018,9/5/2018,85,dry,1954.38,195.438,Accepted
8343,31971,4431,202,4/1/2018,9/7/2018,77,dry,8694.21,869.421,Declined
8344,2048,8748,56,4/23/2018,7/13/2018,100,cooler,2641.71,264.171,Terminated
8345,34485,29548,103,5/30/2018,12/31/2018,119,climate_controlled,6190.87,619.087,Pending
8346,7326,19336,333,4/16/2018,8/16/2018,87,dry,2791.63,279.163,Active
8347,15364,159,124,7/3/2018,7/28/2018,101,dry,996.16,99.616,Active
8348,614,36026,353,10/22/2018,12/7/2018,87,climate_controlled,2210.42,221.042,Pending
8349,27285,16327,246,4/29/2018,5/10/2018,31,climate_controlled,134.53,13.453,Active
8350,35093,24368,280,10/4/2018,12/26/2018,66,climate_controlled,2593.42,259.342,Terminated
8351,7273,25138,86,10/13/2018,11/13/2018,77,frozen,414.36,41.436,Declined
8352,3834,1666,140,7/8/2018,10/27/2018,48,climate_controlled,1093.04,109.304,Terminated
8353,23077,5909,379,2/4/2018,6/9/2018,83,climate_controlled,9004.93,900.493,Pending
8354,4735,21530,8,11/9/2018,12/6/2018,78,dry,1107.81,110.781,Active
8355,14518,19336,373,1/18/2018,7/4/2018,77,climate_controlled,270.57,27.057,Declined
8356,2488,23670,110,10/7/2018,11/10/2018,61,dry,1440.09,144.009,Accepted
8357,6643,29271,75,1/28/2018,10/28/2018,86,climate_controlled,5187.03,518.703,Declined
8358,23791,13457,262,4/22/2018,8/18/2018,134,climate_controlled,8317.55,831.755,Terminated
8359,31343,22367,269,4/20/2018,8/26/2018,42,cooler,2941.04,294.104,Pending
8360,32330,12711,206,7/24/2018,10/21/2018,105,dry,4669.94,466.994,Pending
8361,37988,25693,250,1/15/2018,10/21/2018,85,dry,16840.9,1684.09,Declined
8362,20859,25138,86,9/11/2018,9/23/2018,94,frozen,195.81,19.581,Pending
8363,1050,2897,272,1/10/2018,1/14/2018,81,climate_controlled,127.82,12.782,Declined
8364,20229,13880,64,3/10/2018,4/18/2018,80,climate_controlled,1132.43,113.243,Accepted
8365,26721,3991,344,7/8/2018,12/1/2018,93,dry,2928.38,292.838,Pending
8366,36771,5909,40,11/13/2018,12/18/2018,132,dry,1968.5,196.85,Declined
8367,28300,25843,117,9/23/2018,10/30/2018,124,dry,1206.71,120.671,Accepted
8368,15686,11880,276,2/4/2018,3/21/2018,133,climate_controlled,3935.34,393.534,Terminated
8369,28908,21102,320,1/5/2018,7/8/2018,76,dry,6105.45,610.545,Declined
8370,11815,18294,21,11/3/2018,11/11/2018,129,cooler,206.29,20.629,Declined
8371,30022,14904,295,1/4/2018,6/6/2018,111,climate_controlled,5360.11,536.011,Terminated
8372,21667,23666,256,12/12/2018,12/20/2018,76,frozen,262.26,26.226,Terminated
8373,39662,25843,117,2/6/2018,7/2/2018,85,dry,3264,326.4,Terminated
8374,37404,574,196,4/24/2018,6/17/2018,89,climate_controlled,3362.36,336.236,Terminated
8375,13569,3147,319,9/4/2018,11/22/2018,75,climate_controlled,3584.22,358.422,Accepted
8376,17850,32345,199,12/12/2018,12/22/2018,97,climate_controlled,316.35,31.635,Terminated
8377,20243,22367,269,1/16/2018,5/10/2018,66,cooler,4116.14,411.614,Active
8378,20175,14863,203,5/27/2018,12/18/2018,124,frozen,6685.81,668.581,Accepted
8379,36729,6168,81,8/28/2018,10/11/2018,100,dry,2499.68,249.968,Declined
8380,37960,19729,372,10/5/2018,11/22/2018,121,climate_controlled,3238.48,323.848,Active
8381,37004,27952,113,12/8/2018,12/9/2018,68,climate_controlled,35.77,3.577,Terminated
8382,12552,23431,283,10/6/2018,10/16/2018,65,climate_controlled,239.34,23.934,Pending
8383,21902,4854,172,5/23/2018,6/21/2018,102,cooler,1400.39,140.039,Accepted
8384,4816,23988,138,2/3/2018,9/11/2018,83,dry,3746.05,374.605,Accepted
8385,33077,10678,316,12/15/2018,12/22/2018,54,dry,149.13,14.913,Active
8386,22781,13736,377,7/7/2018,10/22/2018,141,climate_controlled,6587.03,658.703,Accepted
8387,18226,33546,5,4/13/2018,11/11/2018,64,climate_controlled,4139.54,413.954,Active
8388,2884,3390,30,1/8/2018,6/10/2018,82,climate_controlled,5081.65,508.165,Terminated
8389,9378,10853,80,5/20/2018,11/13/2018,131,climate_controlled,8171.99,817.199,Terminated
8390,19794,11638,84,11/11/2018,12/24/2018,138,dry,2185.01,218.501,Active
8391,8400,7883,115,9/17/2018,12/29/2018,109,dry,3720.6,372.06,Accepted
8392,35505,32214,361,4/17/2018,4/28/2018,146,dry,557.57,55.757,Accepted
8393,11005,16330,120,10/21/2018,12/18/2018,113,climate_controlled,3723.39,372.339,Terminated
8394,24260,17148,231,7/25/2018,10/3/2018,95,dry,2098.85,209.885,Terminated
8395,39756,38779,289,12/1/2018,12/24/2018,164,dry,1944.49,194.449,Active
8396,22488,18294,21,3/25/2018,4/5/2018,94,cooler,206.69,20.669,Active
8397,12597,7541,313,11/2/2018,12/12/2018,119,climate_controlled,1251.95,125.195,Terminated
8398,9661,22473,55,1/26/2018,12/25/2018,140,climate_controlled,14714.04,1471.404,Active
8399,5621,25456,258,5/27/2018,8/13/2018,127,cooler,2918.06,291.806,Pending
8400,9469,288,182,9/6/2018,9/28/2018,83,dry,480.26,48.026,Active
8401,35527,4443,98,12/13/2018,12/26/2018,68,climate_controlled,502.21,50.221,Terminated
8402,33160,36493,6,7/26/2018,8/15/2018,47,dry,296.68,29.668,Declined
8403,28755,13736,377,12/5/2018,12/7/2018,91,climate_controlled,79.46,7.946,Accepted
8404,23697,33701,11,11/26/2018,12/20/2018,123,dry,605.6,60.56,Accepted
8405,39677,12393,358,10/27/2018,12/10/2018,106,climate_controlled,1962.71,196.271,Accepted
8406,27407,36466,362,12/16/2018,12/17/2018,127,dry,16.7,1.67,Pending
8407,7155,3390,30,11/5/2018,11/11/2018,107,climate_controlled,260.04,26.004,Pending
8408,36908,28527,300,5/27/2018,7/26/2018,83,cooler,1309.81,130.981,Terminated
8409,13394,26171,275,5/9/2018,10/7/2018,110,climate_controlled,8038.33,803.833,Accepted
8410,16557,9382,14,7/31/2018,8/10/2018,80,dry,71.54,7.154,Accepted
8411,10569,8431,180,8/14/2018,9/13/2018,136,climate_controlled,2146.19,214.619,Accepted
8412,5835,10733,369,10/12/2018,12/28/2018,47,dry,1047.03,104.703,Pending
8413,11554,288,135,1/2/2018,8/7/2018,130,cooler,16768.33,1676.833,Active
8414,26740,36493,191,10/6/2018,12/25/2018,99,dry,2624.67,262.467,Accepted
8415,34396,4500,4,3/3/2018,7/3/2018,168,climate_controlled,13476.82,1347.682,Pending
8416,37659,174,108,9/16/2018,12/6/2018,106,climate_controlled,3161.53,316.153,Terminated
8417,14920,10095,337,1/13/2018,9/24/2018,72,climate_controlled,8657.99,865.799,Terminated
8418,16583,26171,29,4/3/2018,9/18/2018,112,climate_controlled,5740.68,574.068,Declined
8419,30834,19389,232,12/2/2018,12/14/2018,76,climate_controlled,143.92,14.392,Terminated
8420,16559,32551,158,10/15/2018,12/24/2018,106,climate_controlled,3590.87,359.087,Declined
8421,12068,31315,253,10/7/2018,10/10/2018,69,climate_controlled,114.33,11.433,Declined
8422,8618,21451,34,6/13/2018,10/5/2018,120,climate_controlled,5397.04,539.704,Accepted
8423,17442,3991,344,8/19/2018,10/7/2018,94,dry,993.38,99.338,Declined
8424,684,11099,334,4/17/2018,11/13/2018,132,climate_controlled,11519.37,1151.937,Declined
8425,36557,8748,19,10/10/2018,12/25/2018,166,climate_controlled,3052.73,305.273,Terminated
8426,24505,23670,47,7/18/2018,11/27/2018,90,climate_controlled,5374.32,537.432,Active
8427,28779,10733,274,8/30/2018,11/17/2018,97,dry,5038.68,503.868,Declined
8428,10501,21036,42,2/12/2018,6/10/2018,50,climate_controlled,2855.28,285.528,Terminated
8429,24452,14863,203,6/12/2018,8/28/2018,102,frozen,2065.71,206.571,Declined
8430,26394,19138,151,3/9/2018,7/10/2018,119,climate_controlled,6390.55,639.055,Accepted
8431,5429,21451,52,7/25/2018,10/15/2018,136,cooler,5807.59,580.759,Accepted
8432,37624,36491,88,2/16/2018,5/21/2018,108,frozen,7583.13,758.313,Accepted
8433,16646,159,124,1/15/2018,4/6/2018,103,dry,3291.48,329.148,Terminated
8434,33954,13457,262,4/18/2018,8/21/2018,57,climate_controlled,3747.95,374.795,Terminated
8435,19620,1750,268,5/8/2018,11/25/2018,78,climate_controlled,3133.88,313.388,Active
8436,14332,23670,47,7/19/2018,11/7/2018,96,climate_controlled,4820.6,482.06,Pending
8437,16208,17148,15,10/27/2018,12/31/2018,90,dry,4615.89,461.589,Accepted
8438,11210,2897,169,3/8/2018,7/25/2018,44,cooler,3764.1,376.41,Pending
8439,18904,18240,166,8/2/2018,10/2/2018,65,climate_controlled,1397.42,139.742,Active
8440,15787,14904,295,12/27/2018,12/28/2018,163,climate_controlled,51.45,5.145,Pending
8441,24413,13736,377,8/27/2018,11/7/2018,63,climate_controlled,1980.43,198.043,Accepted
8442,5622,36026,60,6/9/2018,10/16/2018,119,climate_controlled,6056.28,605.628,Accepted
8443,3283,1749,216,9/3/2018,9/20/2018,50,climate_controlled,558.9,55.89,Active
8444,31247,12743,293,4/5/2018,10/8/2018,192,climate_controlled,11271.29,1127.129,Declined
8445,16223,23670,110,8/1/2018,12/4/2018,138,dry,11977.64,1197.764,Active
8446,24886,36491,88,1/4/2018,5/1/2018,97,frozen,8477.24,847.724,Accepted
8447,1017,27271,265,1/14/2018,11/13/2018,98,climate_controlled,4842.16,484.216,Terminated
8448,4355,17148,231,10/9/2018,12/13/2018,105,dry,2154.08,215.408,Declined
8449,33824,38424,99,4/16/2018,10/17/2018,83,climate_controlled,8033.49,803.349,Pending
8450,33786,33546,282,4/14/2018,8/4/2018,85,frozen,3956.15,395.615,Active
8451,13057,22367,269,9/16/2018,11/21/2018,92,cooler,3321.8,332.18,Active
8452,1530,13658,285,9/7/2018,10/2/2018,142,dry,1774.03,177.403,Active
8453,19617,21113,66,8/11/2018,10/17/2018,70,climate_controlled,1899.64,189.964,Active
8454,36929,33546,220,12/27/2018,12/30/2018,107,climate_controlled,194.18,19.418,Declined
8455,29069,26463,233,8/13/2018,11/29/2018,98,climate_controlled,8351.21,835.121,Declined
8456,6453,4431,322,3/8/2018,8/23/2018,100,climate_controlled,8130.28,813.028,Accepted
8457,36643,16327,246,1/22/2018,6/26/2018,88,climate_controlled,5381.26,538.126,Declined
8458,8751,6168,22,3/7/2018,11/13/2018,92,cooler,3036.76,303.676,Active
8459,26996,5909,179,8/14/2018,9/17/2018,106,climate_controlled,587.7,58.77,Active
8460,6495,20449,326,8/30/2018,9/25/2018,119,climate_controlled,1383.4,138.34,Terminated
8461,9127,25693,250,12/6/2018,12/20/2018,116,dry,1153.26,115.326,Active
8462,24148,6168,81,6/4/2018,11/24/2018,136,dry,13366.48,1336.648,Active
8463,10158,36026,60,1/25/2018,3/20/2018,110,climate_controlled,2343.45,234.345,Terminated
8464,18967,15365,341,1/6/2018,10/4/2018,110,climate_controlled,18033.01,1803.301,Active
8465,5531,29235,296,2/3/2018,8/19/2018,43,cooler,3520.22,352.022,Pending
8466,15830,4431,286,12/14/2018,12/20/2018,81,climate_controlled,150.83,15.083,Declined
8467,28308,9382,14,12/9/2018,12/27/2018,98,dry,157.75,15.775,Active
8468,32302,11099,334,7/22/2018,12/13/2018,60,climate_controlled,3590.45,359.045,Terminated
8469,36740,19931,194,5/28/2018,11/21/2018,78,climate_controlled,1815.58,181.558,Active
8470,20960,17724,240,5/14/2018,8/2/2018,67,cooler,1860.87,186.087,Accepted
8471,2710,10733,369,5/16/2018,8/26/2018,108,dry,3187.09,318.709,Pending
8472,17279,26171,29,2/6/2018,10/11/2018,84,climate_controlled,6330.13,633.013,Pending
8473,17918,16327,112,8/6/2018,10/19/2018,140,climate_controlled,5449.64,544.964,Declined
8474,31217,3223,301,8/13/2018,12/13/2018,76,climate_controlled,3267.81,326.781,Pending
8475,15925,20656,290,2/11/2018,2/15/2018,125,climate_controlled,355.07,35.507,Declined
8476,2563,3147,319,10/27/2018,11/11/2018,91,climate_controlled,825.73,82.573,Active
8477,24226,11644,354,10/2/2018,10/3/2018,86,dry,36.19,3.619,Declined
8478,610,1279,44,4/22/2018,11/7/2018,138,dry,9534.2,953.42,Declined
8479,29813,19974,61,1/19/2018,7/4/2018,49,climate_controlled,1797.06,179.706,Terminated
8480,20816,36950,378,2/7/2018,3/26/2018,99,climate_controlled,2398.65,239.865,Active
8481,29232,3223,301,12/10/2018,12/24/2018,111,climate_controlled,547.69,54.769,Declined
8482,11932,28413,183,5/7/2018,8/30/2018,179,climate_controlled,5847.27,584.727,Active
8483,20004,288,182,8/9/2018,10/16/2018,108,dry,1931.57,193.157,Declined
8484,8546,9332,77,3/9/2018,8/18/2018,21,cooler,626.34,62.634,Active
8485,39269,19138,151,8/17/2018,11/20/2018,120,climate_controlled,4977.27,497.727,Pending
8486,19605,21451,126,12/19/2018,12/28/2018,119,dry,259.15,25.915,Terminated
8487,15940,19729,372,9/1/2018,9/9/2018,125,climate_controlled,557.59,55.759,Declined
8488,27,12711,93,12/8/2018,12/12/2018,88,dry,74.06,7.406,Accepted
8489,25710,36026,353,8/21/2018,9/26/2018,45,climate_controlled,894.77,89.477,Declined
8490,5599,15022,79,1/30/2018,7/6/2018,109,dry,11252.38,1125.238,Terminated
8491,18416,19729,372,10/31/2018,11/15/2018,70,climate_controlled,585.47,58.547,Pending
8492,33580,36950,1,3/4/2018,3/21/2018,137,climate_controlled,183.77,18.377,Declined
8493,34556,11557,41,4/4/2018,8/26/2018,121,climate_controlled,7057.44,705.744,Terminated
8494,31610,7541,313,3/15/2018,7/25/2018,111,climate_controlled,3853.68,385.368,Active
8495,15060,10678,270,7/9/2018,9/22/2018,116,dry,3432.33,343.233,Accepted
8496,38232,23666,356,8/8/2018,8/17/2018,61,climate_controlled,277.24,27.724,Declined
8497,40108,13639,128,3/12/2018,8/29/2018,123,dry,7369.49,736.949,Pending
8498,11722,26240,264,6/19/2018,7/7/2018,88,climate_controlled,833.23,83.323,Declined
8499,29094,16042,224,7/23/2018,12/28/2018,103,frozen,5393.16,539.316,Declined
8500,36911,5920,185,2/7/2018,2/24/2018,122,cooler,1636.47,163.647,Active
8501,2441,31492,57,7/22/2018,8/22/2018,72,dry,1044.94,104.494,Terminated
8502,4127,11644,354,4/24/2018,5/22/2018,79,dry,930.86,93.086,Pending
8503,7753,32345,199,8/27/2018,10/24/2018,118,climate_controlled,2232.08,223.208,Terminated
8504,4643,10183,171,6/30/2018,12/14/2018,91,dry,2478.15,247.815,Accepted
8505,34499,33701,11,3/13/2018,10/8/2018,142,dry,6088.46,608.846,Declined
8506,30677,23552,299,4/30/2018,6/1/2018,66,climate_controlled,1499.81,149.981,Accepted
8507,16567,12711,101,9/13/2018,10/1/2018,101,climate_controlled,1434.48,143.448,Active
8508,35339,36026,60,9/23/2018,12/2/2018,95,climate_controlled,2623.56,262.356,Pending
8509,10372,5920,360,12/12/2018,12/16/2018,62,climate_controlled,150.02,15.002,Terminated
8510,11144,15410,307,1/31/2018,7/20/2018,34,dry,1246.58,124.658,Declined
8511,13978,11136,23,6/27/2018,11/23/2018,40,dry,3041.07,304.107,Active
8512,33926,13736,377,2/28/2018,6/23/2018,84,climate_controlled,4217.58,421.758,Accepted
8513,13245,28674,114,7/6/2018,12/22/2018,141,climate_controlled,8147.56,814.756,Accepted
8514,22111,19931,194,6/7/2018,11/22/2018,72,climate_controlled,1590.71,159.071,Terminated
8515,39653,25923,241,9/19/2018,10/21/2018,99,climate_controlled,83.32,8.332,Active
8516,26241,8045,53,12/15/2018,12/20/2018,68,climate_controlled,119.83,11.983,Accepted
8517,1084,21487,339,5/18/2018,6/26/2018,36,cooler,155.09,15.509,Terminated
8518,39170,16330,133,3/28/2018,7/31/2018,116,cooler,5720.55,572.055,Accepted
